step,live_tensor_count,live_unique_storage_count,live_total_bytes,current_state_bytes,current_edge_dependent_bytes,current_force_workspace_bytes,monitor_bytes,unknown_live_bytes,old_survivor_bytes,old_survivor_storage_count,inventory_error_count,semantic_current_state_bytes,semantic_current_neighborhood_bytes,semantic_current_density_EOS_bytes,semantic_current_pressure_force_bytes,semantic_current_viscosity_force_bytes,semantic_RK2_midpoint_bytes,semantic_diagnostics_temporary_bytes,semantic_archive_checkpoint_bytes,semantic_memory_monitor_temporary_bytes,semantic_unknown_bytes
550,47,47,17596448,73728,14606368,245760,0,2670592,0,0,0,73728,14606368,49152,49152,49152,0,98304,0,0,2670592
575,64,64,25673760,106496,19914784,327680,0,5324800,0,0,0,106496,19914784,65536,65536,65536,0,131072,0,0,5324800
600,47,47,17596448,73728,14606368,245760,0,2670592,0,0,0,73728,14606368,49152,49152,49152,0,98304,0,0,2670592
625,64,64,25673760,106496,19914784,327680,0,5324800,0,0,0,106496,19914784,65536,65536,65536,0,131072,0,0,5324800
650,41,41,17514528,73728,14606368,163840,0,2670592,0,0,0,73728,14606368,32768,32768,32768,0,65536,0,0,2670592
675,55,55,22937632,106496,17260576,245760,0,5324800,0,0,0,106496,17260576,49152,49152,49152,0,98304,0,0,5324800
700,52,52,20267040,139264,17260576,196608,0,2670592,0,0,0,139264,17260576,65536,32768,32768,0,65536,0,0,2670592
725,55,55,22937632,106496,17260576,245760,0,5324800,0,0,0,106496,17260576,49152,49152,49152,0,98304,0,0,5324800
750,48,48,20217888,106496,17260576,180224,0,2670592,0,0,0,106496,17260576,49152,32768,32768,0,65536,0,0,2670592
775,55,55,22937632,106496,17260576,245760,0,5324800,0,0,0,106496,17260576,49152,49152,49152,0,98304,0,0,5324800
800,41,41,17514528,73728,14606368,163840,0,2670592,0,0,0,73728,14606368,32768,32768,32768,0,65536,0,0,2670592
825,58,58,25591840,106496,19914784,245760,0,5324800,0,0,0,106496,19914784,49152,49152,49152,0,98304,0,0,5324800
850,41,41,17514528,73728,14606368,163840,0,2670592,0,0,0,73728,14606368,32768,32768,32768,0,65536,0,0,2670592
875,54,54,20299808,106496,17260576,262144,0,2670592,0,0,0,106496,17260576,65536,49152,49152,0,98304,0,0,2670592
900,50,50,20250656,73728,17260576,245760,0,2670592,0,0,0,73728,17260576,49152,49152,49152,0,98304,0,0,2670592
925,63,63,23035936,106496,19914784,344064,0,2670592,0,0,0,106496,19914784,81920,65536,65536,0,131072,0,0,2670592
950,41,41,17514528,73728,14606368,163840,0,2670592,0,0,0,73728,14606368,32768,32768,32768,0,65536,0,0,2670592
975,41,41,17514528,73728,14606368,163840,0,2670592,0,0,0,73728,14606368,32768,32768,32768,0,65536,0,0,2670592
1000,54,54,20299808,106496,17260576,262144,0,2670592,0,0,0,106496,17260576,65536,49152,49152,0,98304,0,0,2670592
1025,54,54,20299808,106496,17260576,262144,0,2670592,0,0,0,106496,17260576,65536,49152,49152,0,98304,0,0,2670592
1050,61,61,23003168,139264,19914784,278528,0,2670592,0,0,0,139264,19914784,81920,49152,49152,0,98304,0,0,2670592
1075,45,45,17563680,106496,14606368,180224,0,2670592,0,0,0,106496,14606368,49152,32768,32768,0,65536,0,0,2670592
1100,45,45,17563680,106496,14606368,180224,0,2670592,0,0,0,106496,14606368,49152,32768,32768,0,65536,0,0,2670592
1125,48,48,20217888,106496,17260576,180224,0,2670592,0,0,0,106496,17260576,49152,32768,32768,0,65536,0,0,2670592
1150,54,54,20299808,106496,17260576,262144,0,2670592,0,0,0,106496,17260576,65536,49152,49152,0,98304,0,0,2670592
1175,54,54,20299808,106496,17260576,262144,0,2670592,0,0,0,106496,17260576,65536,49152,49152,0,98304,0,0,2670592
1200,54,54,20299808,106496,17260576,262144,0,2670592,0,0,0,106496,17260576,65536,49152,49152,0,98304,0,0,2670592
1225,58,58,20348960,139264,17260576,278528,0,2670592,0,0,0,139264,17260576,81920,49152,49152,0,98304,0,0,2670592
1250,45,45,17563680,106496,14606368,180224,0,2670592,0,0,0,106496,14606368,49152,32768,32768,0,65536,0,0,2670592
1275,54,54,20299808,106496,17260576,262144,0,2670592,0,0,0,106496,17260576,65536,49152,49152,0,98304,0,0,2670592
1300,57,57,22954016,106496,19914784,262144,0,2670592,0,0,0,106496,19914784,65536,49152,49152,0,98304,0,0,2670592
1325,67,67,23085088,139264,19914784,360448,0,2670592,0,0,0,139264,19914784,98304,65536,65536,0,131072,0,0,2670592
1350,76,76,25821216,139264,22568992,442368,0,2670592,0,0,0,139264,22568992,114688,81920,81920,0,163840,0,0,2670592
1375,29,29,6881312,106496,6643744,114688,0,16384,0,0,0,106496,6643744,49152,16384,16384,0,32768,0,0,16384
1400,36,36,9601056,106496,6643744,180224,0,2670592,0,0,0,106496,6643744,49152,32768,32768,0,65536,0,0,2670592
1425,54,54,15056928,139264,14606368,294912,0,16384,0,0,0,139264,14606368,98304,49152,49152,0,98304,0,0,16384
1450,42,42,9666592,139264,9297952,212992,0,16384,0,0,0,139264,9297952,81920,32768,32768,0,65536,0,0,16384
1475,29,29,6881312,106496,6643744,114688,0,16384,0,0,0,106496,6643744,49152,16384,16384,0,32768,0,0,16384
1500,60,60,12509216,204800,11952160,335872,0,16384,0,0,0,204800,11952160,139264,49152,49152,0,98304,0,0,16384
1525,65,65,17825824,237568,11952160,311296,0,5324800,0,0,0,237568,11952160,114688,49152,49152,0,98304,0,0,5324800
1550,74,74,20561952,237568,14606368,393216,0,5324800,0,0,0,237568,14606368,131072,65536,65536,0,131072,0,0,5324800
1575,41,41,7028768,204800,6643744,163840,0,16384,0,0,0,204800,6643744,98304,16384,16384,0,32768,0,0,16384
1600,61,61,17776672,204800,11952160,294912,0,5324800,0,0,0,204800,11952160,98304,49152,49152,0,98304,0,0,5324800
1625,58,58,15106080,237568,11952160,245760,0,2670592,0,0,0,237568,11952160,114688,32768,32768,0,65536,0,0,2670592
1650,51,51,12402720,204800,9297952,229376,0,2670592,0,0,0,204800,9297952,98304,32768,32768,0,65536,0,0,2670592
1675,68,68,20480032,237568,14606368,311296,0,5324800,0,0,0,237568,14606368,114688,49152,49152,0,98304,0,0,5324800
1700,54,54,15056928,204800,11952160,229376,0,2670592,0,0,0,204800,11952160,98304,32768,32768,0,65536,0,0,2670592
1725,64,64,20430880,204800,14606368,294912,0,5324800,0,0,0,204800,14606368,98304,49152,49152,0,98304,0,0,5324800
1750,57,57,17711136,204800,14606368,229376,0,2670592,0,0,0,204800,14606368,98304,32768,32768,0,65536,0,0,2670592
1775,64,64,20430880,204800,14606368,294912,0,5324800,0,0,0,204800,14606368,98304,49152,49152,0,98304,0,0,5324800
1800,57,57,17711136,204800,14606368,229376,0,2670592,0,0,0,204800,14606368,98304,32768,32768,0,65536,0,0,2670592
1825,64,64,20430880,204800,14606368,294912,0,5324800,0,0,0,204800,14606368,98304,49152,49152,0,98304,0,0,5324800
1850,50,50,15007776,172032,11952160,212992,0,2670592,0,0,0,172032,11952160,81920,32768,32768,0,65536,0,0,2670592
1875,67,67,23085088,204800,17260576,294912,0,5324800,0,0,0,204800,17260576,98304,49152,49152,0,98304,0,0,5324800
1900,59,59,17743904,172032,14606368,294912,0,2670592,0,0,0,172032,14606368,98304,49152,49152,0,98304,0,0,2670592
1925,66,66,20447264,204800,17260576,311296,0,2670592,0,0,0,204800,17260576,114688,49152,49152,0,98304,0,0,2670592
1950,59,59,17743904,172032,14606368,294912,0,2670592,0,0,0,172032,14606368,98304,49152,49152,0,98304,0,0,2670592
1975,76,76,25821216,204800,19914784,376832,0,5324800,0,0,0,204800,19914784,114688,65536,65536,0,131072,0,0,5324800
2000,57,57,17711136,204800,14606368,229376,0,2670592,0,0,0,204800,14606368,98304,32768,32768,0,65536,0,0,2670592
