step,live_tensor_count,live_unique_storage_count,live_total_bytes,current_state_bytes,current_edge_dependent_bytes,current_force_workspace_bytes,monitor_bytes,unknown_live_bytes,old_survivor_bytes,old_survivor_storage_count,inventory_error_count,semantic_current_state_bytes,semantic_current_neighborhood_bytes,semantic_current_density_EOS_bytes,semantic_current_pressure_force_bytes,semantic_current_viscosity_force_bytes,semantic_RK2_midpoint_bytes,semantic_diagnostics_temporary_bytes,semantic_archive_checkpoint_bytes,semantic_memory_monitor_temporary_bytes,semantic_unknown_bytes
1325,47,47,17596448,73728,14606368,245760,0,2670592,0,0,0,73728,14606368,49152,49152,49152,0,98304,0,0,2670592
1350,56,56,20332576,73728,17260576,327680,0,2670592,0,0,0,73728,17260576,65536,65536,65536,0,131072,0,0,2670592
1375,52,52,20283424,106496,11952160,245760,0,7979008,0,0,0,106496,11952160,49152,49152,49152,0,98304,0,0,7979008
1400,32,32,9551904,73728,6643744,163840,0,2670592,0,0,0,73728,6643744,32768,32768,32768,0,65536,0,0,2670592
1425,30,30,9519136,40960,9297952,163840,0,16384,0,0,0,40960,9297952,32768,32768,32768,0,65536,0,0,16384
1450,29,29,6881312,106496,6643744,114688,0,16384,0,0,0,106496,6643744,49152,16384,16384,0,32768,0,0,16384
1475,21,21,6783008,40960,6643744,81920,0,16384,0,0,0,40960,6643744,16384,16384,16384,0,32768,0,0,16384
1500,52,52,15040544,139264,11952160,278528,0,2670592,0,0,0,139264,11952160,81920,49152,49152,0,98304,0,0,2670592
1525,57,57,17727520,172032,11952160,278528,0,5324800,0,0,0,172032,11952160,81920,49152,49152,0,98304,0,0,5324800
1550,66,66,20463648,172032,14606368,360448,0,5324800,0,0,0,172032,14606368,98304,65536,65536,0,131072,0,0,5324800
1575,73,73,23167008,204800,17260576,376832,0,5324800,0,0,0,204800,17260576,114688,65536,65536,0,131072,0,0,5324800
1600,61,61,17776672,204800,11952160,294912,0,5324800,0,0,0,204800,11952160,98304,49152,49152,0,98304,0,0,5324800
1625,59,59,17743904,172032,14606368,294912,0,2670592,0,0,0,172032,14606368,98304,49152,49152,0,98304,0,0,2670592
1650,61,61,17776672,204800,11952160,294912,0,5324800,0,0,0,204800,11952160,98304,49152,49152,0,98304,0,0,5324800
1675,54,54,15056928,204800,11952160,229376,0,2670592,0,0,0,204800,11952160,98304,32768,32768,0,65536,0,0,2670592
1700,61,61,17776672,204800,11952160,294912,0,5324800,0,0,0,204800,11952160,98304,49152,49152,0,98304,0,0,5324800
1725,50,50,15007776,172032,11952160,212992,0,2670592,0,0,0,172032,11952160,81920,32768,32768,0,65536,0,0,2670592
1750,64,64,20430880,204800,14606368,294912,0,5324800,0,0,0,204800,14606368,98304,49152,49152,0,98304,0,0,5324800
1775,50,50,15007776,172032,11952160,212992,0,2670592,0,0,0,172032,11952160,81920,32768,32768,0,65536,0,0,2670592
1800,67,67,23085088,204800,17260576,294912,0,5324800,0,0,0,204800,17260576,98304,49152,49152,0,98304,0,0,5324800
1825,50,50,15007776,172032,11952160,212992,0,2670592,0,0,0,172032,11952160,81920,32768,32768,0,65536,0,0,2670592
1850,67,67,23085088,204800,17260576,294912,0,5324800,0,0,0,204800,17260576,98304,49152,49152,0,98304,0,0,5324800
1875,62,62,20398112,172032,17260576,294912,0,2670592,0,0,0,172032,17260576,98304,49152,49152,0,98304,0,0,2670592
1900,50,50,15007776,172032,11952160,212992,0,2670592,0,0,0,172032,11952160,81920,32768,32768,0,65536,0,0,2670592
1925,57,57,17711136,204800,14606368,229376,0,2670592,0,0,0,204800,14606368,98304,32768,32768,0,65536,0,0,2670592
1950,64,64,20430880,204800,14606368,294912,0,5324800,0,0,0,204800,14606368,98304,49152,49152,0,98304,0,0,5324800
1975,62,62,20398112,172032,17260576,294912,0,2670592,0,0,0,172032,17260576,98304,49152,49152,0,98304,0,0,2670592
2000,64,64,20430880,204800,14606368,294912,0,5324800,0,0,0,204800,14606368,98304,49152,49152,0,98304,0,0,5324800
