step,live_tensor_count,live_unique_storage_count,live_total_bytes,current_state_bytes,current_edge_dependent_bytes,current_force_workspace_bytes,monitor_bytes,unknown_live_bytes,old_survivor_bytes,old_survivor_storage_count,inventory_error_count,semantic_current_state_bytes,semantic_current_neighborhood_bytes,semantic_current_density_EOS_bytes,semantic_current_pressure_force_bytes,semantic_current_viscosity_force_bytes,semantic_RK2_midpoint_bytes,semantic_diagnostics_temporary_bytes,semantic_archive_checkpoint_bytes,semantic_memory_monitor_temporary_bytes,semantic_unknown_bytes
525,56,56,20332576,139264,14606368,262144,0,5324800,0,0,0,139264,14606368,65536,49152,49152,0,98304,0,0,5324800
550,53,53,17678368,139264,11952160,262144,0,5324800,0,0,0,139264,11952160,65536,49152,49152,0,98304,0,0,5324800
575,50,50,15007776,172032,11952160,212992,0,2670592,0,0,0,172032,11952160,81920,32768,32768,0,65536,0,0,2670592
600,53,53,17678368,139264,11952160,262144,0,5324800,0,0,0,139264,11952160,65536,49152,49152,0,98304,0,0,5324800
625,54,54,20299808,106496,17260576,262144,0,2670592,0,0,0,106496,17260576,65536,49152,49152,0,98304,0,0,2670592
650,56,56,20332576,139264,14606368,262144,0,5324800,0,0,0,139264,14606368,65536,49152,49152,0,98304,0,0,5324800
675,42,42,14909472,106496,11952160,180224,0,2670592,0,0,0,106496,11952160,49152,32768,32768,0,65536,0,0,2670592
700,59,59,22986784,139264,17260576,262144,0,5324800,0,0,0,139264,17260576,65536,49152,49152,0,98304,0,0,5324800
725,51,51,17645600,106496,14606368,262144,0,2670592,0,0,0,106496,14606368,65536,49152,49152,0,98304,0,0,2670592
750,68,68,25722912,139264,19914784,344064,0,5324800,0,0,0,139264,19914784,81920,65536,65536,0,131072,0,0,5324800
775,42,42,14909472,106496,11952160,180224,0,2670592,0,0,0,106496,11952160,49152,32768,32768,0,65536,0,0,2670592
800,56,56,20332576,139264,14606368,262144,0,5324800,0,0,0,139264,14606368,65536,49152,49152,0,98304,0,0,5324800
825,53,53,17661984,172032,14606368,212992,0,2670592,0,0,0,172032,14606368,81920,32768,32768,0,65536,0,0,2670592
850,56,56,20332576,139264,14606368,262144,0,5324800,0,0,0,139264,14606368,65536,49152,49152,0,98304,0,0,5324800
875,42,42,14909472,106496,11952160,180224,0,2670592,0,0,0,106496,11952160,49152,32768,32768,0,65536,0,0,2670592
900,55,55,17694752,139264,14606368,278528,0,2670592,0,0,0,139264,14606368,81920,49152,49152,0,98304,0,0,2670592
925,68,68,20480032,172032,17260576,376832,0,2670592,0,0,0,172032,17260576,114688,65536,65536,0,131072,0,0,2670592
950,46,46,14958624,139264,11952160,196608,0,2670592,0,0,0,139264,11952160,65536,32768,32768,0,65536,0,0,2670592
975,51,51,17645600,106496,14606368,262144,0,2670592,0,0,0,106496,14606368,65536,49152,49152,0,98304,0,0,2670592
1000,65,65,23068704,139264,17260576,344064,0,5324800,0,0,0,139264,17260576,81920,65536,65536,0,131072,0,0,5324800
1025,51,51,17645600,106496,14606368,262144,0,2670592,0,0,0,106496,14606368,65536,49152,49152,0,98304,0,0,2670592
1050,60,60,20381728,106496,17260576,344064,0,2670592,0,0,0,106496,17260576,81920,65536,65536,0,131072,0,0,2670592
1075,58,58,20348960,139264,17260576,278528,0,2670592,0,0,0,139264,17260576,81920,49152,49152,0,98304,0,0,2670592
1100,51,51,17645600,106496,14606368,262144,0,2670592,0,0,0,106496,14606368,65536,49152,49152,0,98304,0,0,2670592
1125,64,64,20430880,139264,17260576,360448,0,2670592,0,0,0,139264,17260576,98304,65536,65536,0,131072,0,0,2670592
1150,51,51,17645600,106496,14606368,262144,0,2670592,0,0,0,106496,14606368,65536,49152,49152,0,98304,0,0,2670592
1175,51,51,17645600,106496,14606368,262144,0,2670592,0,0,0,106496,14606368,65536,49152,49152,0,98304,0,0,2670592
1200,58,58,20348960,139264,17260576,278528,0,2670592,0,0,0,139264,17260576,81920,49152,49152,0,98304,0,0,2670592
1225,71,71,23134240,172032,19914784,376832,0,2670592,0,0,0,172032,19914784,114688,65536,65536,0,131072,0,0,2670592
1250,55,55,17694752,139264,14606368,278528,0,2670592,0,0,0,139264,14606368,81920,49152,49152,0,98304,0,0,2670592
1275,64,64,20430880,139264,17260576,360448,0,2670592,0,0,0,139264,17260576,98304,65536,65536,0,131072,0,0,2670592
1300,71,71,23134240,172032,19914784,376832,0,2670592,0,0,0,172032,19914784,114688,65536,65536,0,131072,0,0,2670592
1325,73,73,23167008,139264,19914784,442368,0,2670592,0,0,0,139264,19914784,114688,81920,81920,0,163840,0,0,2670592
1350,73,73,23167008,139264,19914784,442368,0,2670592,0,0,0,139264,19914784,114688,81920,81920,0,163840,0,0,2670592
1375,52,52,20283424,106496,11952160,245760,0,7979008,0,0,0,106496,11952160,49152,49152,49152,0,98304,0,0,7979008
1400,18,18,4128800,40960,3989536,81920,0,16384,0,0,0,40960,3989536,16384,16384,16384,0,32768,0,0,16384
1425,52,52,15040544,139264,11952160,278528,0,2670592,0,0,0,139264,11952160,81920,49152,49152,0,98304,0,0,2670592
1450,31,31,6914080,73728,6643744,180224,0,16384,0,0,0,73728,6643744,49152,32768,32768,0,65536,0,0,16384
1475,22,22,4177952,73728,3989536,98304,0,16384,0,0,0,73728,3989536,32768,16384,16384,0,32768,0,0,16384
1500,59,59,15130656,139264,11952160,368640,0,2670592,0,0,0,139264,11952160,106496,65536,65536,0,131072,0,0,2670592
1525,54,54,15073312,172032,9297952,278528,0,5324800,0,0,0,172032,9297952,81920,49152,49152,0,98304,0,0,5324800
1550,54,54,15073312,172032,9297952,278528,0,5324800,0,0,0,172032,9297952,81920,49152,49152,0,98304,0,0,5324800
1575,63,63,17809440,172032,11952160,360448,0,5324800,0,0,0,172032,11952160,98304,65536,65536,0,131072,0,0,5324800
1600,54,54,15073312,172032,9297952,278528,0,5324800,0,0,0,172032,9297952,81920,49152,49152,0,98304,0,0,5324800
1625,57,57,17727520,172032,11952160,278528,0,5324800,0,0,0,172032,11952160,81920,49152,49152,0,98304,0,0,5324800
1650,49,49,12386336,139264,9297952,278528,0,2670592,0,0,0,139264,9297952,81920,49152,49152,0,98304,0,0,2670592
1675,66,66,20463648,172032,14606368,360448,0,5324800,0,0,0,172032,14606368,98304,65536,65536,0,131072,0,0,5324800
1700,49,49,12386336,139264,9297952,278528,0,2670592,0,0,0,139264,9297952,81920,49152,49152,0,98304,0,0,2670592
1725,66,66,20463648,172032,14606368,360448,0,5324800,0,0,0,172032,14606368,98304,65536,65536,0,131072,0,0,5324800
1750,56,56,15089696,172032,11952160,294912,0,2670592,0,0,0,172032,11952160,98304,49152,49152,0,98304,0,0,2670592
1775,57,57,17727520,172032,11952160,278528,0,5324800,0,0,0,172032,11952160,81920,49152,49152,0,98304,0,0,5324800
1800,50,50,15007776,172032,11952160,212992,0,2670592,0,0,0,172032,11952160,81920,32768,32768,0,65536,0,0,2670592
1825,57,57,17727520,172032,11952160,278528,0,5324800,0,0,0,172032,11952160,81920,49152,49152,0,98304,0,0,5324800
1850,55,55,17694752,139264,14606368,278528,0,2670592,0,0,0,139264,14606368,81920,49152,49152,0,98304,0,0,2670592
1875,57,57,17727520,172032,11952160,278528,0,5324800,0,0,0,172032,11952160,81920,49152,49152,0,98304,0,0,5324800
1900,43,43,12304416,139264,9297952,196608,0,2670592,0,0,0,139264,9297952,65536,32768,32768,0,65536,0,0,2670592
1925,60,60,20381728,172032,14606368,278528,0,5324800,0,0,0,172032,14606368,81920,49152,49152,0,98304,0,0,5324800
1950,43,43,12304416,139264,9297952,196608,0,2670592,0,0,0,139264,9297952,65536,32768,32768,0,65536,0,0,2670592
1975,60,60,20381728,172032,14606368,278528,0,5324800,0,0,0,172032,14606368,81920,49152,49152,0,98304,0,0,5324800
2000,56,56,15089696,172032,11952160,294912,0,2670592,0,0,0,172032,11952160,98304,49152,49152,0,98304,0,0,2670592
