layout,step,time,cases,velocity_relative_l2_mean,modal_error_mean,density_fluctuation_mean,EOS_pressure_rms_mean,pressure_operator_residual_l2_mean,EOS_initialization_residual_l2_mean,viscosity_residual_l2_mean,total_material_residual_l2_mean,minimum_separation_mean,edge_count_mean
regular,35,0.008750000000000006,1,0.01634115380503882,8.202668596613005e-05,0.0003251461023831527,0.13005844095326108,0.15274231065646593,0.698334739092125,0.011339923598792927,0.8424496378944044,0.06079772191347166,77136.0
regular,36,0.009000000000000006,1,0.016634873756326704,8.853145683351826e-05,0.00034104538819507293,0.13641815527802917,0.15271184280001932,0.6607214744659299,0.011459100186421944,0.804645896028991,0.0607493370187937,77136.0
regular,37,0.009250000000000006,1,0.016915103930802478,9.519276077141203e-05,0.00035727484170341024,0.1429099366813641,0.1526813749671895,0.6224700547903912,0.011573634317704756,0.7662091057834176,0.06070097531341512,77232.0
regular,38,0.009500000000000007,1,0.017181618632534444,0.00010200303493024254,0.0003738166212744793,0.14952664850979172,0.15265090740964543,0.5836134909697519,0.011683298963307132,0.7271716518197128,0.06065263773929108,77264.0
regular,39,0.009750000000000007,1,0.01743420320860941,0.00010895459985271749,0.00039065312129026985,0.15626124851610793,0.15262044038553227,0.5441859225971025,0.011787881875446885,0.6875667288137473,0.060604325253478475,77264.0
regular,40,0.010000000000000007,1,0.017672654224345306,0.00011603966568574098,0.00040776693098299827,0.16310677239319932,0.15258997415936776,0.504222860280249,0.01188718512756275,0.647428423049488,0.060556038827320524,77296.0
jitter_05,0,0.0,10,0.0,0.0,0.005886035798919998,2.3544143195679994,0.16000041479697352,16.37616151907504,0.011378160046035759,16.38962033603904,0.0564928331478076,76799.0
jitter_05,1,0.00025,10,0.005792613372913538,3.0121894180834553e-06,0.005882377295867609,2.3529509183470436,0.15996523759983897,16.364147883324595,0.019288858468116534,16.36286530641313,0.056490026593499866,76793.8
jitter_05,2,0.0005,10,0.011572947657230753,5.694559138036403e-06,0.005871654793468767,2.3486619173875067,0.1599229142589261,16.329113631758794,0.03329785237684266,16.313130126558356,0.05648668930645736,76790.6
jitter_05,3,0.00075,10,0.017332882898685977,8.088993427768365e-06,0.005853897036103834,2.341558814441534,0.15987350087100693,16.271140832411373,0.0483145910560373,16.240513196169076,0.056478252556905854,76792.0
jitter_05,4,0.001,10,0.02306433616603857,1.0246811611813732e-05,0.005829147407837682,2.3316589631350726,0.15981708095619873,16.19035269210786,0.06356911200218339,16.145153984550078,0.05646140903077248,76792.0
jitter_05,5,0.00125,10,0.028759275004676895,1.2351174847935464e-05,0.005797463963459595,2.3189855853838384,0.1597537650323266,16.086913506519526,0.07886000496330672,16.027232940649295,0.05644323423054422,76798.8
jitter_05,6,0.0015,10,0.03440973080640737,1.4577443380736632e-05,0.005758919484969888,2.3035677939879555,0.15968369007162228,15.961028623388062,0.09410402358593266,15.8869714175962,0.05641775319344881,76802.8
jitter_05,7,0.00175,10,0.04000781207602216,1.6733088342058e-05,0.005713601566966916,2.2854406267867664,0.1596070188419998,15.812944426890585,0.10925416554714222,15.724631620063244,0.05638816801113164,76806.2
jitter_05,8,0.002,10,0.04554571757553387,1.8798062892633195e-05,0.005661612735603174,2.2646450942412697,0.15952393913555835,15.642948354020305,0.12427758559141723,15.540516585796663,0.05635722823136934,76816.2
jitter_05,9,0.0022500000000000003,10,0.051015749327322696,2.076822071003237e-05,0.005603070607143478,2.241228242857391,0.159434662887393,15.451368957274983,0.13914798843796375,15.334970216252312,0.05632674796695691,76821.4
jitter_05,10,0.0025000000000000005,10,0.05641032545786063,2.272549615642827e-05,0.005538108093718809,2.2152432374875235,0.1593394251882207,15.238576032056828,0.1538425437366836,15.108377375623757,0.0562967219807401,76831.4
jitter_05,11,0.0027500000000000007,10,0.061721992864160496,2.4989452707457893e-05,0.0054668736656815235,2.1867494662726097,0.1592384831947595,15.004980832235292,0.16834048274105917,14.861164082931243,0.05626714461853308,76847.0
jitter_05,12,0.003000000000000001,10,0.06694343968564445,2.723303873886085e-05,0.005389531682096496,2.1558126728385982,0.15913211494223292,14.751036403620054,0.18262240535075416,14.593797828600273,0.05623800981738413,76868.4
jitter_05,13,0.003250000000000001,10,0.07206750756473769,2.9452309431898804e-05,0.005306262803425374,2.12250512137015,0.15902061806380785,14.47723807304857,0.1966699178166379,14.306788055564526,0.05620839085129312,76884.6
jitter_05,14,0.0035000000000000014,10,0.07708720368017109,3.164361033496377e-05,0.005217264503469691,2.0869058013878767,0.15890430842221326,14.184124140966127,0.2104654365688529,14.000686856012818,0.05617906769948242,76900.8
jitter_05,15,0.0037500000000000016,10,0.08199571253772142,3.380359371130126e-05,0.00512275170124094,2.049100680496376,0.1587835186592227,13.8722768385147,0.2239920807682429,13.676089949325696,0.056150070438422864,76916.4
jitter_05,16,0.004000000000000002,10,0.08678640750393282,3.592923300035356e-05,0.005022957537749184,2.0091830150996737,0.15865859666911858,13.54232362727482,0.23723361464520154,13.333638025705337,0.05612139338639957,76927.6
jitter_05,17,0.004250000000000002,10,0.09145286206925016,3.870653648175848e-05,0.004918134327891781,1.9672537311567124,0.15852990400268457,13.194938942330703,0.25017441891106584,12.97401856514809,0.056093030588506766,76941.2
jitter_05,18,0.004500000000000002,10,0.09598886082795687,4.157500989857565e-05,0.004808554723840734,1.9234218895362938,0.15839781420869747,12.830846509205937,0.2627994796847651,12.597968275062751,0.056064491949207984,76958.8
jitter_05,19,0.0047500000000000025,10,0.10038841016335101,4.4486242016539276e-05,0.004694513133741856,1.8778052534967427,0.15826271112029644,12.45082240517719,0.275094388217429,12.206276335284532,0.05603491703090755,76983.4
jitter_05,20,0.005000000000000003,10,0.10464574862771713,4.743741322266182e-05,0.004576327448309798,1.8305309793239193,0.15812498709400552,12.055699089358473,0.28704534736928033,11.799788701155068,0.05600560050115083,77002.6
jitter_05,21,0.005250000000000003,10,0.10875535700786519,5.042589726718116e-05,0.0044543411381475564,1.7817364552590227,0.15798504120955706,11.646370699205876,0.29863918232494174,11.37941380046163,0.055974351103979074,77023.8
jitter_05,22,0.005500000000000003,10,0.11271196806831511,5.344926406172235e-05,0.004328925796347163,1.7315703185388651,0.15784327743901638,11.223800011482702,0.3098633539416129,10.946130078089398,0.05593893058885951,77041.6
jitter_05,23,0.005750000000000003,10,0.1165105759656171,5.769481801162213e-05,0.004200484213935171,1.6801936855740682,0.15770010279402563,10.789027604365934,0.320705973679704,10.500996007422406,0.05590209263568296,77068.4
jitter_05,24,0.006000000000000004,10,0.1201464453288201,6.22548062524042e-05,0.004069454089405243,1.6277816357620971,0.15755592546027472,10.34318395023282,0.3311558194142223,10.045163420581218,0.0558643318077483,77094.2
jitter_05,25,0.006250000000000004,10,0.12361512000274623,6.719293349006783e-05,0.003936312486612953,1.5745249946451811,0.15741115292854543,9.887505438682629,0.34120235164990204,9.579895340944885,0.05582614622733808,77118.4
jitter_05,26,0.006500000000000004,10,0.12691243145250833,7.296298585759419e-05,0.003801581165158547,1.5206324660634187,0.15726619013188398,9.423355709309261,0.35083572981135375,9.106589975597325,0.05578798814621399,77150.8
jitter_05,27,0.006750000000000004,10,0.13003450682963852,7.892468734059799e-05,0.003665832909507432,1.4663331638029728,0.15712143759859923,8.95225420994611,0.3600468283796607,8.626813206941529,0.05574986252078457,77186.6
jitter_05,28,0.0070000000000000045,10,0.1329777767022903,8.507137619883088e-05,0.003529698969710643,1.4118795878842572,0.15697728963087912,8.475914652135335,0.3688272527160491,8.142342903280992,0.055711774424609686,77210.2
jitter_05,29,0.007250000000000005,10,0.13573898245426066,9.139619083481376e-05,0.003393877684878167,1.3575510739512668,0.15683413251885114,7.9962970939956985,0.37716935446218713,7.6552297714073285,0.05567372903804101,77246.6
jitter_05,30,0.007500000000000005,10,0.13831518336007023,9.789207777679553e-05,0.0032591442702344757,1.3036577080937901,0.15669234279987143,7.515678835784485,0.38506624644209453,7.167881450097591,0.055633689679227216,77280.2
jitter_05,31,0.007750000000000005,10,0.1407037633460677,0.00010455180019870447,0.0031263615789246008,1.2505446315698403,0.15655228557273437,7.036751237253652,0.3925118170169524,6.683179223932175,0.05559254295057429,77314.6
jitter_05,32,0.008000000000000005,10,0.14290243745052203,0.00011136794696066099,0.002996491356973478,1.1985965427893914,0.1564143128763112,6.56275190221716,0.3995007438641507,6.204640081612848,0.055551430232955376,77352.2
jitter_05,33,0.008250000000000006,10,0.14490925799896384,0.00011833294214799172,0.002870605037211654,1.1482420148846615,0.15627876214187653,6.0976439569775165,0.4060285071676269,5.736640194514035,0.05551036319118543,77392.0
jitter_05,34,0.008500000000000006,10,0.14672262051468118,0.0001254390550855966,0.0027498924040435437,1.0999569616174174,0.1561459547280587,5.64635480568518,0.41209140221922563,5.284716827913732,0.0554684712595755,77421.8
jitter_05,35,0.008750000000000006,10,0.14834126938831155,0.00013267841080051302,0.0026356654655620647,1.054266186224826,0.15601619454693805,5.2150815774816355,0.4176865514413218,4.855957382695058,0.05542376573301011,77463.2
jitter_05,36,0.009000000000000006,10,0.14976430333495094,0.00014004300090141307,0.002529353633295831,1.0117414533183324,0.1558897667893439,4.811649773930397,0.42281191584992134,4.459450346716487,0.055379084197305924,77501.8
jitter_05,37,0.009250000000000006,10,0.1509911806721938,0.00014752469484246021,0.0024324850592979566,0.9729940237191828,0.15576693675684056,4.445856518809929,0.4274663059852924,4.106681651768716,0.05533276955077433,77540.6
jitter_05,38,0.009500000000000007,10,0.1520217244580812,0.00015511525153393267,0.0023466482656397647,0.9386593062559059,0.15564794880726168,4.129614580587556,0.4316493923441697,3.811572933317047,0.05528588940163001,77582.4
jitter_05,39,0.009750000000000007,10,0.15285612753416514,0.0001628063312617889,0.002273428978340712,0.9093715913362848,0.15553302541996314,3.8765372624459107,0.43536171535390916,3.5896046602884555,0.055238711866676074,77628.8
jitter_05,40,0.010000000000000007,10,0.15349495752586614,0.00017058950787454119,0.0022143205206928717,0.8857282082771486,0.15542236638619744,3.700488817951675,0.43860469493473975,3.4554299368534678,0.05519049064306844,77667.6
jitter_10,0,0.0,10,0.0,0.0,0.011767048374690215,4.706819349876086,0.17700530459858255,32.643763169454886,0.018848235966678013,32.6499682909128,0.05056528906374308,77787.4
jitter_10,1,0.00025,10,0.011539673627471783,7.338008664070639e-06,0.011759713916765844,4.7038855667063375,0.17695829794332937,32.61974546680129,0.03641270808715145,32.59642003851787,0.05057023886760788,77779.8
jitter_10,2,0.0005,10,0.023054754465437588,1.4656949540903242e-05,0.011738226033245546,4.695290413298219,0.17688602354923583,32.54966144522309,0.06537825169277744,32.4968753411285,0.050572148280345626,77775.6
jitter_10,3,0.00075,10,0.03452898932212385,2.1935848987431063e-05,0.011702642397534564,4.681056959013826,0.1767886670623022,32.433677013829254,0.09580916660949235,32.35153284429062,0.050574321784359416,77779.4
jitter_10,4,0.001,10,0.04594619992039761,2.9153988380803407e-05,0.011653050029986959,4.661220011994784,0.17666650418762422,32.27204135155255,0.12653083187857836,32.160674250492505,0.05057324906109928,77775.2
jitter_10,5,0.00125,10,0.0572903101407535,3.629101286891645e-05,0.011589565341454609,4.635826136581843,0.1765198995602074,32.06508677566342,0.1572442125851883,31.924664100149137,0.050571217341968185,77778.2
jitter_10,6,0.0015,10,0.06854537308319783,4.3614892856014274e-05,0.011512334220668233,4.604933688267293,0.17634930532444335,31.813228625807817,0.1878208909094592,31.643949569893174,0.05056843151587497,77782.4
jitter_10,7,0.00175,10,0.07969559790578515,5.10023037862295e-05,0.011421532172260284,4.568612868904113,0.1761552594225503,31.516965180005414,0.21818375368253967,31.319060305218798,0.050565557145865025,77784.2
jitter_10,8,0.002,10,0.09072537639833796,5.836916374082346e-05,0.011317364514615536,4.526945805846214,0.17593838359208447,31.176877624967315,0.24827563308021386,30.950608310660865,0.050554244676771276,77781.8
jitter_10,9,0.0022500000000000003,10,0.10161930925081214,6.569647920527944e-05,0.011200066649398691,4.480026659759476,0.17569938107255068,30.793630110033263,0.27804864815564656,30.53928792793945,0.05054210523528332,77793.0
jitter_10,10,0.0025000000000000005,10,0.1123622319768626,7.296606784343851e-05,0.01106990441764985,4.427961767059941,0.17543903402117597,30.367969922356792,0.30745992383099807,30.085875941264156,0.050530720570360996,77798.6
jitter_10,11,0.0027500000000000007,10,0.1229392404544065,8.016064769329478e-05,0.010927174560866794,4.370869824346718,0.17515820063807455,29.900727831167192,0.33646966281737206,29.59123185980789,0.050519852679578606,77805.0
jitter_10,12,0.003000000000000001,10,0.13333571604638123,8.726392065009359e-05,0.010772205309634493,4.308882123853797,0.17485781200135825,29.392818661633353,0.3650402061091455,29.056298440924568,0.050502269856843904,77804.2
jitter_10,13,0.003250000000000001,10,0.14353735026644304,9.42606497708831e-05,0.010605357127269463,4.242142850907785,0.17453886861323445,28.845242174877473,0.3931355516797519,28.48210253493609,0.050485247229268435,77804.6
jitter_10,14,0.0035000000000000014,10,0.15353016895605276,0.00010113672996703293,0.010427023641803278,4.170809456721311,0.17420243665880952,28.259084351156396,0.4207211024157923,27.869756354528114,0.05046745671636785,77812.6
jitter_10,15,0.0037500000000000016,10,0.16330055594124535,0.00010787925169748469,0.01023763280664953,4.095053122659812,0.17384964398018543,27.63551919964411,0.4477635358687432,27.22045930069722,0.050450028494083414,77818.0
jitter_10,16,0.004000000000000002,10,0.17283527613938096,0.00011447655731374739,0.010037648338742738,4.015059335497095,0.17348167576951934,26.975811252685656,0.47423074188850856,26.535500515197313,0.05043310865569111,77823.0
jitter_10,17,0.004250000000000002,10,0.18212149808832465,0.00012091828975653307,0.009827571493099943,3.9310285972399774,0.17309976998601667,26.281318947679353,0.5000917994840911,25.81626237986936,0.050416688782092614,77835.2
jitter_10,18,0.004500000000000002,10,0.19114681587280868,0.00012758991020527243,0.009607943244976616,3.8431772979906462,0.17270521250335832,25.55349915983036,0.5253169769428698,25.064225250807123,0.05040076007564542,77842.6
jitter_10,19,0.0047500000000000025,10,0.19989927042518935,0.00013507987841190338,0.009379346965433038,3.751738786173215,0.17229933199581893,24.79391322941905,0.5498777459385614,24.280973806663052,0.05038531336816689,77852.0
jitter_10,20,0.005000000000000003,10,0.20836737018043455,0.00014253835753184064,0.009142411693561387,3.656964677424555,0.1718834945733233,24.004234935707377,0.5737468040542159,23.468205515030398,0.050370339129245476,77854.2
jitter_10,21,0.005250000000000003,10,0.21654011106796628,0.00014995852913237683,0.008897816129159053,3.5591264516636207,0.1714590981779016,23.18626101719075,0.59689810226665,22.62774189243934,0.05035582747486531,77864.4
jitter_10,22,0.005500000000000003,10,0.22440699582595197,0.00015733448330834676,0.008646293493415032,3.4585173973660126,0.17102756675642478,22.34192504031183,0.6193068751973589,21.761543471927308,0.050337260163719776,77878.6
jitter_10,23,0.005750000000000003,10,0.2319580526267942,0.00016466122136280515,0.008388637431992294,3.355454972796917,0.170590344227127,21.473315698534954,0.6409496727058753,20.87172972638881,0.05031736996989406,77891.6
jitter_10,24,0.006000000000000004,10,0.23918385300592926,0.0001719346532318644,0.008125709163834604,3.2502836655338414,0.17014888826021576,20.58270101326277,0.6618043918874857,19.960605668551278,0.05029324302387011,77906.0
jitter_10,25,0.006250000000000004,10,0.24607552908962949,0.0001791515897326068,0.007858446107934975,3.1433784431739897,0.16970466389580144,19.67256045411718,0.6818503088518576,19.030697522141082,0.05026429649152169,77916.4
jitter_10,26,0.006500000000000004,10,0.2526247901213322,0.00018630972973616712,0.007587872244812983,3.0351488979251933,0.16925913702541842,18.74562776542243,0.7010681098680911,18.084800825747866,0.05023132949744236,77931.0
jitter_10,27,0.006750000000000004,10,0.2588239382901201,0.000193407642402299,0.007315110481495179,2.926044192598072,0.16881376776649543,17.804948372835582,0.7194399216039546,17.126045725454286,0.0501922756548321,77939.8
jitter_10,28,0.0070000000000000045,10,0.26466588386938333,0.0002004447446313451,0.007041397274260419,2.8165589097041672,0.1683700037622312,16.853956779127646,0.7369493402861989,16.15798622648236,0.050153136155220074,77956.4
jitter_10,29,0.007250000000000005,10,0.270144159678446,0.00020742127391886188,0.0067680996986016016,2.7072398794406407,0.1679292734423642,15.896581510653185,0.7535814596796008,15.184723070256418,0.05011392799888008,77968.6
jitter_10,30,0.007500000000000005,10,0.27525293488507874,0.00021433825681940188,0.006496735002505108,2.5986940010020434,0.16749297928322315,14.937388140657756,0.7693228978340457,14.211074005382088,0.050074668475309086,77978.2
jitter_10,31,0.007750000000000005,10,0.27998702817240595,0.00022119747324911287,0.006228992378089472,2.4915969512357887,0.1670624911081612,13.981774842600906,0.7841618225875451,13.242810829232575,0.05003537513154297,77990.2
jitter_10,32,0.008000000000000005,10,0.2843419202998091,0.00022800141687673303,0.005966756151353357,2.386702460541343,0.16663913947188766,13.036239704962933,0.7980879758425578,12.286989654834343,0.04999118600785694,78011.6
jitter_10,33,0.008250000000000006,10,0.2883137660941027,0.00023705523622781223,0.005712128703866902,2.2848514815467604,0.16622420917428524,12.108743710704278,0.8110926966559832,11.352408111699502,0.04994596223480853,78028.2
jitter_10,34,0.008500000000000006,10,0.291899405914601,0.00024766801947729845,0.0054674500686216106,2.1869800274486444,0.16581893295092962,11.209194610450442,0.8231689432015157,10.450225648113635,0.04990073334553846,78042.4
jitter_10,35,0.008750000000000006,10,0.29509637664380467,0.00025996245754086324,0.0052353091755478745,2.0941236702191497,0.16542448538863436,10.350066189128603,0.834311313677939,9.594766429023666,0.04985552917890364,78065.6
jitter_10,36,0.009000000000000006,10,0.2979029222644215,0.00027287940209320684,0.005018539185773598,2.0074156743094393,0.1650419771148792,9.54712442519391,0.8445160662492519,8.804453658670454,0.049810379729587934,78083.8
jitter_10,37,0.009250000000000006,10,0.3003180040934414,0.00028595685483309154,0.004820186615044658,1.9280746460178635,0.1646724493098551,8.82011747452874,0.8537811381128602,8.102630844109354,0.04976193977077792,78103.4
jitter_10,38,0.009500000000000007,10,0.30234131075514037,0.00029917992869609166,0.004643442013776607,1.857376805510643,0.16431686858903624,8.193047145555292,0.8621061638008535,7.5176258744926026,0.04971344959749215,78129.8
jitter_10,39,0.009750000000000007,10,0.3039732679873841,0.0003125335747816149,0.004491520731457327,1.7966082925829308,0.16397612230263037,7.693277348850747,0.8694924928269009,7.080873756480086,0.049664786306293944,78150.0
jitter_10,40,0.010000000000000007,10,0.30521504838960567,0.00032600261365717254,0.004367488278030756,1.7469953112123022,0.16365101429592901,7.34851296689667,0.8759432067977005,6.821862454755155,0.04961628456233015,78173.4
