panel,lineage,variant,origin,run_id,error,target_RMS,source_RMS
(a),LCDF_01,VARIANT_LOW,0,D2_seed20600611,0.2008911398607919,0.07266119341441014,0.002113832988175371
(a),LCDF_01,VARIANT_LOW,27,D2_seed20600611,0.27673922060769374,0.10595047636542258,0.001266913266335544
(a),LCDF_01,VARIANT_LOW,25,D2_seed20600611,0.2750281140689684,0.10495637697119888,0.0013034765511191358
(a),LCDF_01,VARIANT_LOW,20,D2_seed20600611,0.26786446483117105,0.10137162072614492,0.0014240871785619483
(a),LCDF_01,VARIANT_LOW,19,D2_seed20600611,0.2659437364980261,0.10046956332684409,0.0014524517525417
(a),LCDF_01,VARIANT_LOW,13,D2_seed20600611,0.251102464932654,0.0938078515245742,0.0016442475041153924
(a),LCDF_01,VARIANT_LOW,29,D2_seed20600611,0.2777836208331712,0.10668932393500637,0.0012380897244694523
(a),LCDF_01,VARIANT_LOW,17,D2_seed20600611,0.2616229449761874,0.09848446816405408,0.0015126468536785158
(a),LCDF_01,VARIANT_LOW,1,D2_seed20600611,0.20555220903522825,0.07458065173489799,0.002078044494519059
(a),LCDF_01,VARIANT_MAIN,1,D2_seed20600611,0.2740710922458666,0.09944150402697008,0.0028483895433308636
(a),LCDF_01,VARIANT_MAIN,22,D2_seed20600611,0.36163203170142777,0.13732442449225782,0.0022368481011910773
(a),LCDF_01,VARIANT_MAIN,4,D2_seed20600611,0.2917107916612178,0.10675412239631286,0.0027343618485484184
(a),LCDF_01,VARIANT_MAIN,9,D2_seed20600611,0.3175542372415163,0.11763814596136721,0.002557959365445767
(a),LCDF_01,VARIANT_MAIN,20,D2_seed20600611,0.35715669568282765,0.13516378646152974,0.0022712524965928485
(a),LCDF_01,VARIANT_MAIN,16,D2_seed20600611,0.34563755093248955,0.12987160597935968,0.0023567682318186445
(a),LCDF_01,VARIANT_MAIN,30,D2_seed20600611,0.3707448594492801,0.14261852019480561,0.00215203562118915
(a),LCDF_01,VARIANT_MAIN,31,D2_seed20600611,0.3708833511942384,0.14289678804101089,0.0021470122037933396
(a),LCDF_01,VARIANT_MAIN,26,D2_seed20600611,0.3679603938327221,0.14064876992208356,0.0021842339570892345
(a),LCDF_01,VARIANT_MAIN,0,D2_seed20600611,0.2678562109644343,0.0968821776243109,0.002887135279702624
